Name,NOC,Year,Number of Sports Athlete Plays,Number of Events Athlete Competes In,Number of Games Athlete Competed In,Won_Gold_True,Won_Silver_True,Won_Bronze_True,Athlete's Gold Medals,Athlete's Silver Medals,Athlete's Bronze Medals,Male_True
Jan Andrlk,CZE,2000,1,1,1,0,0,0,0,0,0,1
Matthieu Androdias,FRA,2012,1,3,3,0,0,0,1,0,0,1
Matthieu Androdias,FRA,2016,1,3,3,0,0,0,1,0,0,1
Yury Andronov,RUS,2004,1,1,1,0,0,0,0,0,0,1
Alona Andruk,UKR,2012,1,1,1,0,0,0,0,0,0,0
Valeriu Andrunache,ROU,2000,1,1,1,0,0,0,0,0,0,1
Vyacheslav Andrusenko,RUS,2016,1,2,1,0,0,0,0,0,0,1
Andryein Tamir,MGL,2004,1,1,2,0,0,0,0,0,0,1
Andryein Tamir,MGL,2012,1,1,2,0,0,0,0,0,0,1
Konstantin Andryushin,KGZ,2000,1,1,1,0,0,0,0,0,0,1
Yekaterina Andryushina,RUS,2008,1,1,1,0,1,0,0,1,0,0
Robert Andrzejuk,POL,2008,1,1,1,0,1,0,0,1,0,1
Daniel Ponce,ESP,2016,1,1,1,0,0,0,0,0,0,1
Youndry Cruz,DOM,2016,1,1,1,0,0,0,0,0,0,1
Imtiaz Anees,IND,2000,1,1,1,0,0,0,0,0,0,1
Kang Ang,MAS,2000,1,3,1,0,0,0,0,0,0,1
Eric Ang,PHI,2008,1,1,1,0,0,0,0,0,0,1
Indra Angad-gaur,NED,2008,1,1,1,0,0,0,0,0,0,0
Vincent Angban,CIV,2008,1,1,1,0,0,0,0,0,0,1
Adriana Lozada,MEX,2000,1,1,1,0,0,0,0,0,0,0
Nikolaos Angelidis,GRE,2000,1,1,1,0,0,0,0,0,0,1
Ellen Angelinawaty,INA,2000,1,1,1,0,0,0,0,0,0,0
Alberto Angelini,ITA,2000,1,1,3,0,0,0,0,0,0,1
Alberto Angelini,ITA,2004,1,1,3,0,0,0,0,0,0,1
Alberto Angelini,ITA,2008,1,1,3,0,0,0,0,0,0,1
Juan Angeloni,ARG,2012,1,1,1,0,0,0,0,0,0,1
Dionysios Angelopoulos,GRE,2016,1,1,1,0,0,0,0,0,0,1
Vasiliki Angelopoulou,GRE,2004,1,2,1,0,0,0,0,0,0,0
Ivan Angelov,BUL,2000,1,2,1,0,0,0,0,0,0,1
Ivo Angelov,BUL,2012,1,1,1,0,0,0,0,0,0,1
Tonje Angelsen,NOR,2012,1,1,2,0,0,0,0,0,0,0
Tonje Angelsen,NOR,2016,1,1,2,0,0,0,0,0,0,0
Nadine Angerer,GER,2008,1,1,1,0,0,1,0,0,1,0
Giuseppe Angilella,ITA,2012,1,1,1,0,0,0,0,0,0,1
Matteo Angioletti,ITA,2004,1,6,3,0,0,0,0,0,0,1
Matteo Angioletti,ITA,2008,1,6,3,0,0,0,0,0,0,1
Matteo Angioletti,ITA,2012,1,6,3,0,0,0,0,0,0,1
Eugnie (legrand-),FRA,2004,1,2,1,0,0,0,0,0,0,0
Florian Angot,FRA,2004,1,2,1,0,0,0,0,0,0,1
Benjamin Angoua,CIV,2008,1,1,1,0,0,0,0,0,0,1
Francisco Espinosa,ESP,2000,1,1,1,0,0,0,0,0,0,1
Alfredo Lpez,MEX,2004,1,1,1,0,0,0,0,0,0,1
Deyanira Chias,MEX,2008,1,1,1,0,0,0,0,0,0,0
Miguel Valderrey,ESP,2000,1,1,1,0,1,0,0,1,0,1
Jzsef Ngyn,HUN,2000,1,1,1,0,0,0,0,0,0,1
Maret Ani,EST,2004,1,2,2,0,0,0,0,0,0,0
Maret Ani,EST,2008,1,2,2,0,0,0,0,0,0,0
Mihaela Senocico,ROU,2008,1,1,1,0,0,0,0,0,0,0
Emma Ania,GBR,2008,1,1,1,0,0,0,0,0,0,0
Mrio Anbal,POR,2000,1,1,1,0,0,0,0,0,0,1
Franka Ani,SLO,2012,1,1,1,0,0,0,0,0,0,0
Victor Anichebe,NGR,2008,1,1,1,0,1,0,0,1,0,1
Vitaly Anichkin,KAZ,2012,1,1,1,0,0,0,0,0,0,1
Yekaterina Anikeyeva,RUS,2000,1,1,1,0,0,1,0,0,1,0
Vida Anim,GHA,2000,1,3,4,0,0,0,0,0,0,0
Vida Anim,GHA,2004,1,3,4,0,0,0,0,0,0,0
Vida Anim,GHA,2008,1,3,4,0,0,0,0,0,0,0
Vida Anim,GHA,2012,1,3,4,0,0,0,0,0,0,0
Rami Anis,ROT,2016,1,2,1,0,0,0,0,0,0,1
Aleksandr Anishchenko,BLR,2004,1,1,1,0,0,0,0,0,0,1
Nina Anisimova,RUS,2000,1,1,2,0,0,0,0,0,0,0
Nina Anisimova,RUS,2004,1,1,2,0,0,0,0,0,0,0
Emilia Ankiewicz,POL,2016,1,1,1,0,0,0,0,0,0,0
Ashlee Ankudinoff,AUS,2016,2,2,2,0,0,0,0,0,0,0
Justin Anlezark,AUS,2000,1,1,3,0,0,0,0,0,0,1
Justin Anlezark,AUS,2004,1,1,3,0,0,0,0,0,0,1
Justin Anlezark,AUS,2008,1,1,3,0,0,0,0,0,0,1
Alyson Annan,AUS,2000,1,1,1,1,0,0,1,0,0,0
Mame-Ibra Anne,FRA,2016,1,1,1,0,0,0,0,0,0,1
Jolanda Annen,SUI,2016,1,3,2,0,0,0,0,0,0,0
Noriko Anno,JPN,2000,1,1,2,0,0,0,1,0,0,0
Noriko Anno,JPN,2004,1,1,2,1,0,0,1,0,0,0
Adrin Annus,HUN,2000,1,1,2,0,0,0,0,0,0,1
Adrin Annus,HUN,2004,1,1,2,0,0,0,0,0,0,1
Vadim Anokhin,RUS,2016,1,2,1,0,0,0,0,0,0,1
Roman Anoshkin,RUS,2016,2,5,2,0,0,1,0,0,1,1
Sajjad Hamlabad,IRI,2012,1,1,1,0,1,0,0,1,0,1
Grgory Anquetil,FRA,2000,1,1,2,0,0,0,0,0,0,1
Grgory Anquetil,FRA,2004,1,1,2,0,0,0,0,0,0,1
Chakir Ansari,MAR,2016,1,1,1,0,0,0,0,0,0,1
Michel Ansermet,SUI,2000,1,1,1,0,1,0,0,1,0,1
Giselle Ansley,GBR,2016,1,2,2,1,0,0,1,0,1,0
Jennifer Anson,PLW,2012,1,1,1,0,0,0,0,0,0,0
Vincent Anstett,FRA,2016,1,1,1,0,0,0,0,0,0,1
Christopher Anstey,AUS,2000,1,1,2,0,0,0,0,0,0,1
Christopher Anstey,AUS,2008,1,1,2,0,0,0,0,0,0,1
Dra Antal,HUN,2012,1,1,2,0,0,0,0,0,0,0
Dra Antal,HUN,2016,1,1,2,0,0,0,0,0,0,0
Natalie (-lindley),ITA,2004,1,1,1,0,0,0,0,0,0,0
Lissette Castillo,ECU,2012,1,1,2,0,0,0,0,0,0,0
Lissette Castillo,ECU,2016,1,1,2,0,0,0,0,0,0,0
Carmelo Anthony,USA,2004,1,1,4,0,0,1,3,0,1,1
Carmelo Anthony,USA,2008,1,1,4,1,0,0,3,0,1,1
Carmelo Anthony,USA,2012,1,1,4,1,0,0,3,0,1,1
Carmelo Anthony,USA,2016,1,1,4,1,0,0,3,0,1,1
Darryn Anthony,RSA,2008,1,1,1,0,0,0,0,0,0,1
Mark Anthony,AUS,2008,1,2,2,0,0,0,0,0,0,1
Mark Anthony,AUS,2012,1,2,2,0,0,0,0,0,0,1
Michael Anti,USA,2000,1,2,3,0,0,0,0,1,0,1
Michael Anti,USA,2004,1,2,3,0,1,0,0,1,0,1
Michael Anti,USA,2008,1,2,3,0,0,0,0,1,0,1
Nicole Antibe,FRA,2000,1,1,1,0,0,0,0,0,0,0
Stphane Antiga,FRA,2004,1,1,1,0,0,0,0,0,0,1
Mikaela Antikatzidis,GRE,2000,1,1,2,0,0,0,0,0,0,0
Mikaela Antikatzidis,GRE,2004,1,1,2,0,0,0,0,0,0,0
Seema Antil,IND,2004,1,1,3,0,0,0,0,0,0,0
Seema Antil,IND,2012,1,1,3,0,0,0,0,0,0,0
Seema Antil,IND,2016,1,1,3,0,0,0,0,0,0,0
LaDonna (-watkins),CAN,2000,1,2,1,0,0,0,0,0,0,0
Abel Rodrigo,ESP,2000,1,1,1,0,0,0,0,0,0,1
Adina Anton,ROU,2004,1,1,1,0,0,0,0,0,0,0
Franz Anton,GER,2016,1,1,1,0,0,0,0,0,0,1
Stavroula Antonakou,GRE,2008,1,1,1,0,0,0,0,0,0,0
Vinicius Antonelli,BRA,2016,1,1,1,0,0,0,0,0,0,1
Dimitrios Antoniadis,GRE,2016,1,1,1,0,0,0,0,0,0,1
Nikolaos Antoniadis,GRE,2004,1,1,1,0,0,0,0,0,0,1
Manuel Antonio,ANG,2012,1,1,1,0,0,0,0,0,0,1
Mariela Arrondo,ARG,2000,1,1,2,0,1,0,0,1,1,0
Mariela Arrondo,ARG,2004,1,1,2,0,0,1,0,1,1,0
Apostolos Antonopoulos,GRE,2004,1,1,1,0,0,0,0,0,0,1
Oleg Antonov,ITA,2016,1,1,1,0,1,0,0,1,0,1
Raychin Antonov,BUL,2004,1,2,1,0,0,0,0,0,0,1
Semyon Antonov,RUS,2012,1,1,1,0,0,1,0,0,1,1
Serhiy Antonov,UKR,2000,1,2,1,0,0,0,0,0,0,1
Aleksandra Antonova,RUS,2012,2,2,2,0,0,0,0,0,0,0
Aleksandra Antonova,RUS,2008,2,2,2,0,0,0,0,0,0,0
Diana Antonova,RUS,2012,1,1,1,0,0,0,0,0,0,0
Olena Antonova,UKR,2000,1,1,3,0,0,0,0,0,1,0
Olena Antonova,UKR,2004,1,1,3,0,0,0,0,0,1,0
Olena Antonova,UKR,2008,1,1,3,0,0,1,0,0,1,0
Tatyana Antoshina,RUS,2012,1,2,1,0,0,0,0,0,0,0
Jitka Antoov,CZE,2008,1,1,2,0,0,0,0,0,0,0
Jitka Antoov,CZE,2012,1,1,2,0,0,0,0,0,0,0
Lenka Antoov,CZE,2012,1,1,2,0,0,0,0,0,0,0
Lenka Antoov,CZE,2016,1,1,2,0,0,0,0,0,0,0
Miika Antti-roiko,FIN,2012,1,1,1,0,0,0,0,0,0,1
Nataliya Antyukh,RUS,2004,1,3,2,0,0,1,1,2,1,0
Nataliya Antyukh,RUS,2012,1,3,2,1,0,0,1,2,1,0
Mohamad Anuar,MAS,2012,1,2,2,0,0,0,0,0,0,1
Mohamad Anuar,MAS,2016,1,2,2,0,0,0,0,0,0,1
Nataliya Anufriyenko,BLR,2008,1,1,1,0,0,0,0,0,0,0
Nnamdi Anusim,NGR,2000,1,1,1,0,0,0,0,0,0,1
Jermin Anwar,EGY,2004,1,1,1,0,0,0,0,0,0,0
Mostafa Anwar,EGY,2004,1,2,1,0,0,0,0,0,0,1
Shehzana Anwar,KEN,2016,1,1,1,0,0,0,0,0,0,0
Yelena Anyushina,RUS,2016,1,2,1,0,0,0,0,0,0,0
Marija Anzulovi,CRO,2000,1,1,1,0,0,0,0,0,0,0
Ao Changrong,CHN,2008,1,1,1,0,0,0,0,0,0,1
Chamleunesouk Ao-oudomphonh,LAO,2004,1,1,1,0,0,0,0,0,0,1
Ai Aoki,JPN,2008,1,1,1,0,0,0,0,0,0,0
Chika Aoki,JPN,2016,1,3,2,0,0,0,0,0,0,0
Norichika Aoki,JPN,2008,1,1,1,0,0,0,0,0,0,1
Sayaka Aoki,JPN,2008,1,1,1,0,0,0,0,0,0,0
Tomomi Aoki,JPN,2016,1,1,1,0,0,0,0,0,0,0
Zouhair Aouad,BRN,2016,1,1,1,0,0,0,0,0,0,1
Moussa Aouanouk,ALG,2000,1,1,2,0,0,0,0,0,0,1
Moussa Aouanouk,ALG,2004,1,1,2,0,0,0,0,0,0,1
Eref Apak,TUR,2004,1,1,4,0,0,1,0,0,1,1
Eref Apak,TUR,2008,1,1,4,0,0,0,0,0,1,1
Eref Apak,TUR,2012,1,1,4,0,0,0,0,0,1,1
Eref Apak,TUR,2016,1,1,4,0,0,0,0,0,1,1
Nikolay Apalikov,RUS,2012,1,1,1,1,0,0,1,0,0,1
Onyekachi Apam,NGR,2008,1,1,1,0,1,0,0,1,0,1
Aleksandr Apanasenok,BLR,2004,1,1,1,0,0,0,0,0,0,1
Kiradech Aphibarnrat,THA,2016,1,1,1,0,0,0,0,0,0,1
Bolad Apithy,FRA,2012,1,1,1,0,0,0,0,0,0,1
Ymi Apithy,BEN,2016,1,1,1,0,0,0,0,0,0,1
Richard Apodaca,PUR,2004,1,1,1,0,0,0,0,0,0,1
Tiago Apolnia,POR,2008,1,2,3,0,0,0,0,0,0,1
Tiago Apolnia,POR,2012,1,2,3,0,0,0,0,0,0,1
Tiago Apolnia,POR,2016,1,2,3,0,0,0,0,0,0,1
Mihai Apostol,CAN,2000,1,2,1,0,0,0,0,0,0,1
Maria Apostolidi,GRE,2004,1,5,1,0,0,0,0,0,0,0
Mrcio Appel,BRA,2016,1,2,1,0,0,0,0,0,0,1
Tessa Appeldoorn,NED,2000,1,1,1,0,1,0,0,1,0,0
Mikael Appelgren,SWE,2016,1,1,1,0,0,0,0,0,0,1
Sabine (-haubourdin),BEL,2000,1,1,1,0,0,0,0,0,0,0
Emilia Appelqvist,SWE,2016,1,1,1,0,1,0,0,1,0,0
Margit Appelt,AUT,2004,1,2,1,0,0,0,0,0,0,0
Stephen Appiah,GHA,2004,1,1,1,0,0,0,0,0,0,1
Pablo Bakerdjian,URU,2016,1,1,1,0,0,0,0,0,0,1
Lusapho April,RSA,2012,1,1,2,0,0,0,0,0,0,1
Lusapho April,RSA,2016,1,1,2,0,0,0,0,0,0,1
Alice Nawowuna,KEN,2016,1,1,1,0,0,0,0,0,0,0
Salaheddine Aqqal,MAR,2004,1,1,1,0,0,0,0,0,0,1
Mario Aquilina,MLT,2000,1,1,2,0,0,0,0,0,0,1
Mario Aquilina,MLT,2004,1,1,2,0,0,0,0,0,0,1
Javier Carmona,MEX,2012,1,1,1,1,0,0,1,0,0,1
Reyhan Arabacolu,TUR,2004,1,1,1,0,0,1,0,0,1,1
Ryan Arabejo,PHI,2008,1,1,1,0,0,0,0,0,0,1
Yekaterina Arabova,TKM,2008,1,1,1,0,0,0,0,0,0,0
Esteban Mendiola,ESP,2000,1,1,1,0,0,0,0,0,0,1
Francisco Armas,CUB,2000,1,2,1,0,0,0,0,0,0,1
Rubn Gonzlez,CUB,2000,1,1,1,0,0,0,0,0,0,1
Mohamed Arafat,TUN,2016,1,1,1,0,0,0,0,0,0,1
Rababe Arafi,MAR,2016,1,4,2,0,0,0,0,0,0,0
Marcel Arago,BRA,2000,1,1,1,0,0,0,0,0,0,1
Lorenzo Armenteros,CUB,2004,1,1,1,0,1,0,0,1,0,1
Yosvany Rodrguez,CUB,2000,1,1,1,0,1,0,0,1,0,1
Atsushi Arai,JPN,2016,1,2,2,0,0,0,0,0,0,1
Hirooki Arai,JPN,2016,1,1,1,0,0,1,0,0,1,1
Ryohei Arai,JPN,2016,1,1,1,0,0,0,0,0,0,1
Shu Arai,JPN,2004,1,2,1,0,0,0,0,0,0,1
Takahiro Arai,JPN,2008,1,1,1,0,0,0,0,0,0,1
Yuko Arai,JPN,2000,1,1,1,0,0,0,0,0,0,0
Ronalds Arjs,LAT,2008,1,1,1,0,0,0,0,0,0,1
Eriko Arakawa,JPN,2004,1,1,2,0,0,0,0,0,0,0
Eriko Arakawa,JPN,2008,1,1,2,0,0,0,0,0,0,0
Erika Araki,JPN,2008,1,2,4,0,0,0,0,0,1,0
Erika Araki,JPN,2012,1,2,4,0,0,1,0,0,1,0
Erika Araki,JPN,2016,1,2,4,0,0,0,0,0,1,0
Masahiro Araki,JPN,2008,1,1,1,0,0,0,0,0,0,1
Nada Arakji,QAT,2012,1,3,3,0,0,0,0,0,0,0
Nada Arakji,QAT,2016,1,3,3,0,0,0,0,0,0,0
Izaskun Balda,ESP,2000,1,1,1,0,0,0,0,0,0,0
Juan Amorena,ESP,2008,1,1,2,0,0,0,0,0,0,1
Juan Amorena,ESP,2012,1,1,2,0,0,0,0,0,0,1
Zuleima Meja,COL,2004,1,1,2,0,0,0,0,0,0,0
Zuleima Meja,COL,2008,1,1,2,0,0,0,0,0,0,0
Zoe Arancini,AUS,2016,1,2,2,0,0,0,0,0,0,0
Idalberto Quintero,CUB,2000,1,1,1,0,0,0,0,0,0,1
Zavana Aranga,NZL,2000,1,1,1,0,0,0,0,0,0,0
Juan Carvajal,COL,2008,1,2,2,0,0,0,0,0,0,1
Juan Carvajal,COL,2012,1,2,2,0,0,0,0,0,0,1
Mnica Estrada,COL,2016,1,1,1,0,0,0,0,0,0,0
Krystian Aranowski,POL,2012,1,1,2,0,0,0,0,0,0,1
Krystian Aranowski,POL,2016,1,1,2,0,0,0,0,0,0,1
Daniel Aguado,ESP,2000,1,1,1,0,1,0,0,1,0,1
Kalliopi Araouzou,GRE,2016,1,1,1,0,0,0,0,0,0,0
Mate Arapov,CRO,2000,1,1,2,0,0,0,0,0,0,1
Mate Arapov,CRO,2004,1,1,2,0,0,0,0,0,0,1
Jacob Araptany,UGA,2012,1,1,2,0,0,0,0,0,0,1
Jacob Araptany,UGA,2016,1,1,2,0,0,0,0,0,0,1
Linet Moraa,KEN,2016,1,1,1,0,0,0,0,0,0,0
Yota Arase,JPN,2000,1,1,1,0,0,0,0,0,0,1
Yukiya Arashiro,JPN,2012,2,2,3,0,0,0,0,0,0,1
Yukiya Arashiro,JPN,2016,2,2,3,0,0,0,0,0,0,1
Enrique Pacas,ESA,2016,1,1,1,0,0,0,0,0,0,1
Adriana Arajo,BRA,2012,1,1,2,0,0,1,0,0,1,0
Adriana Arajo,BRA,2016,1,1,2,0,0,0,0,0,1,0
Alexandra Araujo,ITA,2004,1,1,1,1,0,0,1,0,0,0
Amanda Arajo,BRA,2016,1,1,1,0,0,0,0,0,0,0
Gaspar Arajo,POR,2004,1,1,1,0,0,0,0,0,0,1
Joo Arajo,POR,2004,1,1,1,0,0,0,0,0,0,1
Luiz Arajo,BRA,2012,1,1,2,0,0,0,0,0,0,1
Luiz Arajo,BRA,2016,1,1,2,0,0,0,0,0,0,1
Vctor Pincheira,CHI,2016,1,1,1,0,0,0,0,0,0,1
Edward Corts,CHI,2012,1,1,2,0,0,0,0,0,0,1
Edward Corts,CHI,2016,1,1,2,0,0,0,0,0,0,1
Yerko Corts,CHI,2012,1,1,2,0,0,0,0,0,0,1
Yerko Corts,CHI,2016,1,1,2,0,0,0,0,0,0,1
Hicham Arazi,MAR,2004,1,1,1,0,0,0,0,0,0,1
Odile Arboles-souchon,FRA,2000,1,2,1,0,0,0,0,0,0,0
Eduard Borras,ESP,2008,1,1,1,0,1,0,0,1,0,1
Geisa Arcanjo,BRA,2012,1,2,3,0,0,0,0,0,0,0
Geisa Arcanjo,BRA,2016,1,2,3,0,0,0,0,0,0,0
Geraldine Vanegas,NCA,2004,1,1,1,0,0,0,0,0,0,0
Mara Guevara,CUB,2000,1,1,1,0,0,0,0,0,0,0
Shane Archbold,NZL,2012,1,1,1,0,0,0,0,0,0,1
Simon Archer,GBR,2000,1,2,1,0,0,1,0,0,1,1
Katie Archibald,GBR,2016,2,4,2,1,0,0,2,1,0,0
Richard Archibald,IRL,2004,1,1,2,0,0,0,0,0,0,1
Richard Archibald,IRL,2008,1,1,2,0,0,0,0,0,0,1
Robert Jr.,GBR,2012,2,2,2,0,0,0,0,0,0,1
Ryan Archibald,NZL,2008,1,1,3,0,0,0,0,0,0,1
Ryan Archibald,NZL,2012,1,1,3,0,0,0,0,0,0,1
Ryan Archibald,NZL,2016,1,1,3,0,0,0,0,0,0,1
Aniekan Archibong,NGR,2012,1,1,1,0,0,0,0,0,0,1
Isabella Hurtado,COL,2016,1,1,1,0,0,0,0,0,0,0
Francisco Aller,ESP,2016,1,1,1,0,0,0,0,0,0,1
Giulia Arcioni,ITA,2008,1,1,1,0,0,0,0,0,0,0
Walter Arciprete,ARG,2000,1,1,1,0,0,0,0,0,0,1
Lus Daz,VEN,2016,1,1,1,0,0,0,0,0,0,1
Sailom Ard,THA,2008,1,3,3,0,0,0,0,0,0,1
Sailom Ard,THA,2012,1,3,3,0,0,0,0,0,0,1
Sailom Ard,THA,2016,1,3,3,0,0,0,0,0,0,1
Abeba Gebretsadik,ETH,2012,1,1,1,0,0,0,0,0,0,0
Sandra Campuzano,COL,2012,1,1,2,0,0,0,0,0,0,0
Sandra Campuzano,COL,2016,1,1,2,0,0,0,0,0,0,0
Vanesa Comeron,ESP,2000,1,1,1,0,0,0,0,0,0,0
Humberto Martnez,CUB,2012,1,1,1,0,0,0,0,0,0,1
Yenima Barrisontes,CUB,2008,1,1,1,0,0,0,0,0,0,0
Yordanis Verdecia,CUB,2000,1,1,3,0,0,0,0,0,2,1
Yordanis Verdecia,CUB,2004,1,1,3,0,0,1,0,0,2,1
Yordanis Verdecia,CUB,2008,1,1,3,0,0,1,0,0,2,1
Jacco Arends,NED,2016,1,1,1,0,0,0,0,0,0,1
Nancy Arendt-kemp,LUX,2000,1,1,1,0,0,0,0,0,0,0
Brbara Arenhart,BRA,2016,1,1,1,0,0,0,0,0,0,0
Maarten Arens,NED,2000,1,1,1,0,0,0,0,0,0,1
Mareks Rents,LAT,2012,1,1,2,0,0,0,0,0,0,1
Mareks Rents,LAT,2016,1,1,2,0,0,0,0,0,0,1
Alexandros Aresti,CYP,2000,1,2,2,0,0,0,0,0,0,1
Alexandros Aresti,CYP,2004,1,2,2,0,0,0,0,0,0,1
Alfredo Reyes,GUA,2004,1,1,2,0,0,0,0,0,0,1
Alfredo Reyes,GUA,2008,1,1,2,0,0,0,0,0,0,1
Egidio Ros,URU,2012,1,1,1,0,0,0,0,0,0,1
ider Truque,COL,2012,1,1,2,0,0,0,0,0,0,1
ider Truque,COL,2016,1,1,2,0,0,0,0,0,0,1
Rafael Gonzlez,ESA,2008,1,1,1,0,0,0,0,0,0,1
Samantha Salinas,ECU,2012,1,2,2,0,0,0,0,0,0,0
Samantha Salinas,ECU,2016,1,2,2,0,0,0,0,0,0,0
Alexeis Segura,CUB,2000,1,1,1,0,0,0,0,0,0,1
Joahnys Prez,CUB,2016,1,1,1,0,0,1,0,0,1,1
Ccile Argiolas,FRA,2004,1,1,1,0,0,0,0,0,0,0
Anastasios Argitis,GRE,2004,1,1,1,0,0,0,0,0,0,1
Betzabeth Villegas,VEN,2016,1,1,1,0,0,0,0,0,0,0
Georgios Argyropoulos,GRE,2004,1,1,1,0,0,0,0,0,0,1
I Ariana,INA,2016,1,1,1,0,0,0,0,0,0,1
Cndida Prez,DOM,2012,1,1,1,0,0,0,0,0,0,0
Carolina Vidal,COL,2016,1,1,1,0,0,0,0,0,0,0
Ismely Castillo,CUB,2000,1,1,1,0,0,0,0,0,0,1
Kellys Figueroa,COL,2016,1,1,1,0,0,0,0,0,0,0
Katherine Pea,COL,2012,1,1,2,0,0,0,0,0,0,0
Katherine Pea,COL,2016,1,1,2,0,0,0,0,0,0,0
Pol Dourdet,AND,2016,1,1,1,0,0,0,0,0,0,1
Ramn Quinteros,URU,2012,1,1,1,0,0,0,0,0,0,1
Wellington Romero,DOM,2012,1,1,1,0,0,0,0,0,0,1
Ferhat Arcan,TUR,2016,1,6,1,0,0,0,0,0,0,1
Polat Arkan,TUR,2012,1,2,2,0,0,0,0,0,0,1
Polat Arkan,TUR,2016,1,2,2,0,0,0,0,0,0,1
Roberto Arioldi,ITA,2004,1,2,1,0,0,0,0,0,0,1
Magomed Aripgadzhiyev,AZE,2000,1,2,2,0,0,0,0,1,0,1
Magomed Aripgadzhiyev,BLR,2004,1,2,2,0,1,0,0,1,0,1
Dilshod Aripov,UZB,2000,1,2,2,0,0,0,0,0,0,1
Dilshod Aripov,UZB,2008,1,2,2,0,0,0,0,0,0,1
Ramil Aritkulov,RUS,2004,1,1,1,0,0,0,0,0,0,1
Natalia Daz,COL,2012,1,1,1,0,0,0,0,0,0,0
Tatiana Daz,COL,2012,1,1,2,0,0,0,0,0,0,0
Tatiana Daz,COL,2016,1,1,2,0,0,0,0,0,0,0
Wilma Yucra,PER,2012,1,1,1,0,0,0,0,0,0,0
Mohamed Al-arjaoui,MAR,2008,1,2,3,0,0,0,0,0,0,1
Mohamed Al-arjaoui,MAR,2012,1,2,3,0,0,0,0,0,0,1
Mohamed Al-arjaoui,MAR,2016,1,2,3,0,0,0,0,0,0,1
William Arjona,BRA,2016,1,1,1,1,0,0,1,0,0,1
Anna Arkhipenko,BLR,2008,1,1,2,0,0,0,0,0,0,0
Anna Arkhipenko,BLR,2012,1,1,2,0,0,0,0,0,0,0
Anna Arkhipova,RUS,2000,1,1,2,0,0,0,0,0,1,0
Anna Arkhipova,RUS,2004,1,1,2,0,0,1,0,0,1,0
Yuliya Arkhipova-andreyeva,KGZ,2008,1,1,3,0,0,0,0,0,0,0
Yuliya Arkhipova-andreyeva,KGZ,2012,1,1,3,0,0,0,0,0,0,0
Yuliya Arkhipova-andreyeva,KGZ,2016,1,1,3,0,0,0,0,0,0,0
Gregory Arkhurst,CIV,2000,1,2,2,0,0,0,0,0,0,1
Gregory Arkhurst,CIV,2004,1,2,2,0,0,0,0,0,0,1
Konstantinos Arkoudeas,GRE,2004,1,1,1,0,0,0,0,0,0,1
Arlene Xavier,BRA,2004,1,1,1,0,0,0,0,0,0,0
Fernando Arlete,GBS,2000,1,1,1,0,0,0,0,0,0,1
Catherine Arlove,AUS,2000,1,2,3,0,0,0,0,0,0,0
Catherine Arlove,AUS,2004,1,2,3,0,0,0,0,0,0,0
Catherine Arlove,AUS,2008,1,2,3,0,0,0,0,0,0,0
Friederike Arlt,GER,2000,1,1,1,0,0,0,0,0,0,0
Alina Armas,NAM,2016,1,1,1,0,0,0,0,0,0,0
Romina Armellini,ITA,2008,1,2,1,0,0,0,0,0,0,0
Jos Surez,CUB,2016,1,1,1,0,0,0,0,0,0,1
Elizabeth (-deignan),GBR,2012,1,2,2,0,1,0,0,1,0,0
Elizabeth (-deignan),GBR,2016,1,2,2,0,0,0,0,1,0,0
Michael Arms,NZL,2012,1,1,1,0,0,0,0,0,0,1
Aaron Armstrong,TTO,2008,1,2,1,0,0,0,1,0,0,1
Elizabeth Armstrong,USA,2008,1,1,2,0,1,0,1,1,0,0
Elizabeth Armstrong,USA,2012,1,1,2,1,0,0,1,1,0,0
Dylan Armstrong,CAN,2008,1,1,2,0,0,1,0,0,1,1
Dylan Armstrong,CAN,2012,1,1,2,0,0,0,0,0,1,1
Jennifer Armstrong,AUS,2000,1,1,2,1,0,0,1,0,0,0
Jennifer Armstrong,AUS,2004,1,1,2,0,0,0,1,0,0,0
Kristin (-savola),USA,2004,1,2,4,0,0,0,3,0,0,0
Kristin (-savola),USA,2008,1,2,4,0,0,0,3,0,0,0
Kristin (-savola),USA,2012,1,2,4,0,0,0,3,0,0,0
Kristin (-savola),USA,2016,1,2,4,0,0,0,3,0,0,0
Lance (gunderson-),USA,2000,1,2,1,0,0,0,0,0,0,1
Grta Arn,HUN,2008,1,1,1,0,0,0,0,0,0,0
Daniel Arnamnart,AUS,2012,1,1,1,0,0,0,0,0,0,1
Gurn Arnardttir,ISL,2000,1,1,1,0,0,0,0,0,0,0
rn Arnarson,ISL,2000,1,5,3,0,0,0,0,0,0,1
rn Arnarson,ISL,2004,1,5,3,0,0,0,0,0,0,1
rn Arnarson,ISL,2008,1,5,3,0,0,0,0,0,0,1
rni Rnason,ISL,2008,1,1,2,0,0,0,0,0,0,1
rni Rnason,ISL,2012,1,1,2,0,0,0,0,0,0,1
Javier Creus,ESP,2000,1,1,1,0,0,0,0,0,0,1
Tsanko Arnaudov,POR,2016,1,1,1,0,0,0,0,0,0,1
Bernardo Arndt,BRA,2004,1,1,1,0,0,0,0,0,0,1
Jirka Arndt,GER,2000,1,1,1,0,0,0,0,0,0,1
Judith Arndt,GER,2000,1,5,4,0,0,0,0,2,0,0
